50.5703,16.5534,-0.453948,-0.140265,0.62384,-0.453948,-0.601964,-0.182401,0.777412
68.5839,16.9377,-0.451508,-0.143821,0.640035,-0.451508,-0.589367,-0.184136,0.7866
143.898,14.0229,-0.462982,-0.173666,0.754488,-0.462982,-0.53119,-0.196281,0.824203
160.2,12.2011,-0.480352,-0.188961,0.808232,-0.480352,-0.517355,-0.200249,0.832012
185.482,17.5893,-0.498486,-0.20087,0.884404,-0.498486,-0.496065,-0.197181,0.8456
220.932,11.1054,-0.455008,-0.207506,0.881221,-0.455008,-0.462906,-0.208659,0.861498
321.109,10.079,-0.394242,-0.243183,1.02211,-0.394242,-0.36064,-0.220779,0.906198
349.739,11.8591,-0.528056,-0.356712,1.49885,-0.528056,-0.328805,-0.2214,0.918079
391.13,22.7251,-0.48203,-0.363415,1.62416,-0.48203,-0.281328,-0.211573,0.935998
405.563,22.7437,-0.460116,-0.371226,1.65911,-0.460116,-0.263888,-0.21264,0.940823
430.027,19.6785,-0.404376,-0.377587,1.65726,-0.404376,-0.233529,-0.218201,0.947551
450.398,22.6348,-0.352425,-0.364533,1.62998,-0.352425,-0.208086,-0.215766,0.954015
652.855,17.5592,0.060271,-0.236098,1.04587,0.060271,0.0617421,-0.226698,0.972006
679.147,15.3078,0.0974525,-0.240663,1.05285,0.0974525,0.0969524,-0.228937,0.968601
689.537,18.3474,0.112416,-0.237046,1.05613,0.112416,0.110894,-0.224723,0.968092
743.388,18.8342,0.216676,-0.271731,1.21066,0.216676,0.181515,-0.221746,0.958061
773.416,16.4033,0.239503,-0.249248,1.09787,0.239503,0.219614,-0.223034,0.94975
806.755,12.6891,0.281185,-0.247851,1.07111,0.281185,0.260617,-0.22531,0.938784
813.301,13.5309,0.28149,-0.239012,1.03919,0.28149,0.268624,-0.223759,0.936895
842.507,17.3396,0.297395,-0.216176,0.963858,0.297395,0.303712,-0.216671,0.9278
874.658,14.434,0.352167,-0.228652,1.00127,0.352167,0.34038,-0.217339,0.914825
969.598,19.4147,0.635841,-0.294649,1.31753,0.635841,0.440916,-0.20172,0.874587
36.9869,43.5184,-0.51078,-0.130149,0.681014,-0.51078,-0.614167,-0.152622,0.774277
53.0245,18.7561,-0.455732,-0.139609,0.628696,-0.455732,-0.600527,-0.180385,0.778992
99.9988,43.2218,-0.605433,-0.174257,0.893188,-0.605433,-0.569141,-0.159336,0.806654
114.431,47.172,-0.583759,-0.168132,0.886686,-0.583759,-0.558436,-0.156442,0.814663
152.809,46.4174,-0.617155,-0.192372,1.01002,-0.617155,-0.527326,-0.16108,0.834254
172.447,45.0412,-0.624537,-0.205564,1.06571,-0.624537,-0.51044,-0.16458,0.844017
185.563,23.7661,-0.49911,-0.193808,0.885548,-0.49911,-0.496691,-0.190192,0.846832
213.311,23.3415,-0.454225,-0.189055,0.863506,-0.454225,-0.471419,-0.19374,0.860366
257.968,28.2045,-0.448589,-0.203936,0.956406,-0.448589,-0.428774,-0.192777,0.882604
267.106,45.3334,-0.461295,-0.192235,1.0073,-0.461295,-0.421185,-0.173239,0.890276
302.684,24.3952,-0.422051,-0.224778,1.02778,-0.422051,-0.382028,-0.201761,0.901857
319.344,28.7033,-0.402046,-0.220483,1.03505,-0.402046,-0.364363,-0.198116,0.909939
350.668,26.134,-0.514917,-0.320674,1.46742,-0.514917,-0.329022,-0.20404,0.922015
386.895,40.862,-0.467998,-0.307847,1.54821,-0.467998,-0.287751,-0.188553,0.938961
397.255,23.7443,-0.467725,-0.360537,1.62151,-0.467725,-0.274037,-0.210772,0.938338
438.133,27.7549,-0.375973,-0.349882,1.61453,-0.375973,-0.2239,-0.208538,0.95204
454.566,38.9427,-0.338779,-0.324,1.60863,-0.338779,-0.203693,-0.195214,0.959375
618.462,45.6433,0.018565,-0.30154,1.58054,0.018565,0.0153868,-0.190577,0.981552
649.639,32.2053,0.0560696,-0.216705,1.05063,0.0560696,0.0576567,-0.207842,0.976462
653.743,44.5465,0.0768453,-0.248347,1.30045,0.0768453,0.0634231,-0.191656,0.979411
685.253,22.503,0.106301,-0.230868,1.05467,0.106301,0.105321,-0.219537,0.969903
718.571,35.2741,0.168361,-0.234021,1.15717,0.168361,0.149958,-0.20188,0.967862
732.832,22.9123,0.199378,-0.264687,1.20884,0.199378,0.168061,-0.217104,0.961572
780.808,29.3944,0.240087,-0.220498,1.05427,0.240087,0.229722,-0.206178,0.951167
784.84,33.4764,0.248253,-0.216781,1.06441,0.248253,0.235023,-0.200748,0.951033
827.745,34.5747,0.313058,-0.217931,1.07806,0.313058,0.2876,-0.196436,0.937389
855.06,33.9461,0.314709,-0.19559,0.967742,0.314709,0.319709,-0.195114,0.927209
864.961,27.6908,0.342137,-0.212482,1.0091,0.342137,0.330578,-0.202019,0.921904
952.746,27.7971,0.750965,-0.345524,1.62195,0.750965,0.425044,-0.193631,0.88422
972.466,21.5045,0.602638,-0.273941,1.24152,0.602638,0.443946,-0.198971,0.873683
34.2245,61.152,-0.517372,-0.115107,0.686033,-0.517372,-0.61769,-0.133747,0.774965
74.646,64.7537,-0.614973,-0.141928,0.865075,-0.614973,-0.589947,-0.133446,0.796338
101.424,57.2869,-0.631064,-0.162748,0.931309,-0.631064,-0.569423,-0.144029,0.809329
110.324,62.4856,-0.640805,-0.162052,0.961287,-0.640805,-0.563064,-0.139081,0.814626
156.874,54.2206,-0.605917,-0.179794,1.00083,-0.605917,-0.524656,-0.152619,0.837522
184.523,58.4074,-0.589299,-0.180217,1.03523,-0.589299,-0.501093,-0.150337,0.852235
186.807,58.5288,-0.593671,-0.182387,1.04801,-0.593671,-0.499072,-0.1504,0.853409
216.772,67.2078,-0.585757,-0.180672,1.11034,-0.585757,-0.472376,-0.14278,0.869756
249.545,70.251,-0.484864,-0.158639,1.00683,-0.484864,-0.440942,-0.141739,0.886273
267.232,47.4819,-0.465122,-0.190985,1.01565,-0.465122,-0.42125,-0.170667,0.890742
313.608,67.0539,-0.419715,-0.171107,1.05798,-0.419715,-0.373786,-0.150441,0.915233
316.606,64.0407,-0.413108,-0.174485,1.05232,-0.413108,-0.370279,-0.154407,0.915998
365.203,69.2045,-0.428166,-0.207435,1.29726,-0.428166,-0.315372,-0.151191,0.936847
382.819,51.0236,-0.47237,-0.283894,1.53459,-0.47237,-0.293329,-0.175432,0.939777
413.631,66.3934,-0.408585,-0.251923,1.53551,-0.408585,-0.256753,-0.157614,0.953539
446.498,62.2674,-0.348122,-0.266389,1.57081,-0.348122,-0.215181,-0.164636,0.962597
468.901,51.1117,-0.30103,-0.290987,1.57517,-0.30103,-0.185821,-0.180194,0.96592
475.18,71.6904,-0.285787,-0.245347,1.56417,-0.285787,-0.178482,-0.153487,0.971898
597.985,73.2989,-0.0289241,-0.276783,1.79467,-0.0289241,-0.0126552,-0.153822,0.988018
616.301,71.6249,0.0140865,-0.248515,1.59478,0.0140865,0.0125144,-0.156067,0.987667
651.506,55.4144,0.0856125,-0.269196,1.52051,0.0856125,0.060552,-0.177367,0.98228
664.178,67.0769,0.0928238,-0.204062,1.27189,0.0928238,0.0779852,-0.161674,0.983758
681.042,47.9764,0.11064,-0.215313,1.16069,0.11064,0.100399,-0.186579,0.977296
729.51,60.8928,0.171587,-0.180204,1.07595,0.171587,0.165359,-0.16807,0.971807
732.619,61.8829,0.176005,-0.17868,1.07563,0.176005,0.169479,-0.166651,0.971341
775.881,44.8823,0.225058,-0.191952,1.01941,0.225058,0.224439,-0.186713,0.956434
794.612,61.799,0.26008,-0.175523,1.05767,0.26008,0.248874,-0.163885,0.95457
817.489,49.1193,0.293247,-0.193776,1.06066,0.293247,0.276251,-0.17878,0.944311
842.873,55.9686,0.291011,-0.163023,0.943196,0.291011,0.307088,-0.168408,0.936662
879.792,48.4981,0.360076,-0.183541,1.00428,0.360076,0.349097,-0.175084,0.920585
954.928,55.9013,0.758061,-0.285215,1.62739,0.758061,0.429861,-0.159855,0.888631
965.175,60.887,0.785756,-0.275827,1.638,0.785756,0.440525,-0.152996,0.884607
46.0464,95.3149,-0.948024,-0.155771,1.24573,-0.948024,-0.612362,-0.0981061,0.784466
