20,20,118.66194152832031,2
34,20,169.82835388183594,1
74,14,102.32067108154297,1
84,24,165.12844848632812,2
100,24,131.4921875,2
146,14,104.14784240722656,1
166,20,83.934188842773438,1
180,17,105.272216796875,0
202,22,182.0335693359375,1
236,16,89.63299560546875,1
264,12,123.97393035888672,1
297,6,223.45257568359375,0
322,12,496.74789428710938,1
330,14,474.65969848632812,1
354,14,402.8243408203125,1
394,24,343.30154418945312,1
408,24,346.48757934570312,1
432,21,284.14254760742188,0
452,24,241.29463195800781,2
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
649,23,668.24371337890625,0
674,21,736.65167236328125,0
684,24,1008.573486328125,1
703,10,666.85430908203125,0
736,24,262.4710693359375,2
764,22,2984.993408203125,1
796,19,2973.4287109375,0
802,20,2805.91796875,0
829,24,2277.5966796875,0
860,21,1898.5455322265625,0
0,0,20,0
0,0,20,0
0,0,20,0
954,24,2157.4111328125,1
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
1124,18,3000.048095703125,1
1142,18,1554.5523681640625,1
1150,12,933.8770751953125,1
0,0,20,0
0,0,20,0
0,0,20,0
12,36,85.785713195800781,1
40,48,251.66958618164062,2
68,48,234.02926635742188,2
86,26,170.78691101074219,1
120,44,507.01498413085938,2
134,48,459.4913330078125,1
168,48,104.40653228759766,1
186,46,139.77684020996094,1
202,28,190.90815734863281,1
229,28,186.98959350585938,0
270,32,219.40728759765625,1
278,48,188.94770812988281,1
312,28,358.94580078125,2
328,32,354.930419921875,2
355,28,205.54768371582031,0
390,42,246.28718566894531,1
400,25,230.58714294433594,0
440,29,325.228515625,0
456,40,390.83160400390625,2
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
616,48,511.84384155273438,1
646,37,1120.5557861328125,0
650,48,759.95928955078125,1
680,28,970.38409423828125,1
712,40,402.2738037109375,0
726,28,423.2386474609375,0
771,35,3939.4755859375,0
775,39,2938.294189453125,0
816,40,3952.971923828125,1
841,40,3033.936767578125,0
851,34,1988.257080078125,0
0,0,20,0
0,0,20,0
940,32,1935.8173828125,2
956,26,1384.600341796875,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
1120,32,604.2593994140625,1
1132,32,527.669921875,2
1150,32,145.04118347167969,1
1198,38,1582.716796875,1
1200,36,1620.8919677734375,2
1228,44,220.02955627441406,1
20,72,2000.2647705078125,2
34,74,2090.278076171875,1
65,65,399.44204711914062,0
96,68,1638.0992431640625,2
120,60,2563.510986328125,2
128,64,2741.905517578125,2
172,56,712.26800537109375,2
198,60,2286.8671875,1
200,60,1930.275390625,2
228,68,1395.169189453125,2
261,72,202.87149047851562,0
278,50,215.73443603515625,0
322,69,569.99609375,0
325,66,872.69696044921875,0
370,70,209.12870788574219,1
386,52,275.87033081054688,0
416,67,213.87556457519531,0
448,63,242.30357360839844,0
470,52,417.58517456054688,1
476,72,377.832763671875,1
0,0,20,0
0,0,20,0
0,0,20,0
596,74,424.02182006835938,0
614,73,905.36199951171875,0
648,58,762.3514404296875,1
660,70,1284.006103515625,0
676,52,684.31927490234375,0
722,65,601.49151611328125,0
725,66,545.43017578125,0
766,50,2457.181640625,0
784,66,2939.36767578125,0
806,54,3922.2353515625,0
829,61,2607.24462890625,0
865,54,1121.155517578125,0
0,0,20,0
0,0,20,0
942,59,1902.206298828125,0
952,64,1836.1036376953125,2
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
0,0,20,0
1196,60,2112.560546875,2
1217,59,118.24315643310547,0
0,0,20,0
10,98,1995.62841796875,1
42,94,3514.02880859375,1
60,96,2963.96337890625,2
86,92,2525.735595703125,1
104,78,2097.139892578125,1
128,80,1054.131103515625,2
